52,"Chernobyl nuclear plant explodes",1986-4-26 0:00:00,"Disaster","1980"
53,"Berlin Wall falls",1989-11-9 0:00:00,"News","1980"
54,"Yitzhak Rabin Assassinated",1995-11-4 0:00:00,"Political","1990"
55,"Soviet Yuri Gagarin becomes first human in space",1961-4-12 0:00:00,"Space","1960"
56,"Nelson Mandela released from prison after 27 years",1990-2-11 0:00:00,"Political","1990"
57,"San Francisco earthquake",1989-10-17 0:00:00,"Disaster","1980"
58,"Mt. St. Helens eruption",1980-5-18 0:00:00,"Disaster","1980"
59,"Oklahoma bombing kills 168 and injured more than 680",1995-4-19 0:00:00,"Terrorism","1990"
60,"San Francisco earthquake",1906-4-18 0:00:00,"Disaster","1900"
61,"Wright Brothers flight",1903-12-17 0:00:00,"News","1900"
62,"Rosa Parks refuses to give up her seat",1955-12-1 0:00:00,"Civil Rights","1950"
63,"St. Valentine's Day massacre",1929-2-14 0:00:00,"Crime","1920"
64,"First jazz recording made",1917-2-26 0:00:00,"Entertainment","1910"
65,"Billie Holiday dies at age 44",1959-7-17 0:00:00,"Obituary","1950"
66,"155,000 Allied troops launch Normandy invasion: D-Day",1944-6-6 0:00:00,"War","1940"
67,"""A Charlie Brown Christmas"" premieres",1965-12-9 0:00:00,"Entertainment","1960"
68,"Florence Griffith Joyner dies at age 38",1998-9-21 0:00:00,"Obituary","1990"
70,"Exxon Valdez oil spill",1989-3-24 0:00:00,"Environment","1980"
71,"Wilma Rudolph dies at age 54",1994-11-12 0:00:00,"Obituary","1990"
73,"Ali vs. Foreman in Zaire",1974-10-30 0:00:00,"Sports","1970"
74,"Packers beat the Chiefs (35-10) in first Super Bowl game",1967-1-15 0:00:00,"Sports","1960"
75,"First Academy Awards",1929-5-16 0:00:00,"Entertainment","1920"
77,"Fall of the Shah of Iran",1979-1-16 0:00:00,"Political","1970"
78,"""Bonanza"" aired last episode after 14 years",1973-1-16 0:00:00,"Entertainment","1970"
79,"First automobile assembly line",1914-1-14 0:00:00,"Automotive","1910"
80,"""Today Show"" has first broadcast",1952-1-14 0:00:00,"Entertainment","1950"
81,"""Snow White & the Seven Dwarfs"" premieres in NY",1938-1-14 0:00:00,"Entertainment","1930"
82,"Surgeon General first reports that cigarettes are health hazard",1964-1-11 0:00:00,"Medical","1960"
83,"Marion Anderson first African-American to sing at Metropolitan Opera",1955-1-7 0:00:00,"Civil Rights","1950"
84,"Harlem Globetrotters play first game",1927-1-7 0:00:00,"Entertainment","1920"
85,"Ralph Bunch first Black official appointed to State Department",1944-1-4 0:00:00,"Civil Rights","1940"
86,"Castro & Guevara enter Havana in triumph",1959-1-2 0:00:00,"Political","1950"
87,"Becomes illegal to advertise cigarettes on radio or TV",1972-1-1 0:00:00,"News","1970"
88,"Patty Hearst kidnapped by Symbonese Liberation Army",1974-2-4 0:00:00,"Crime","1970"
89,"Beatles arrive in America",1964-2-7 0:00:00,"Entertainment","1960"
90,"US begins bombing Vietnam",1965-2-7 0:00:00,"War","1960"
91,"Major California Sylmar 6.5 earthquake kills 65 in San Fernando Valley",1971-2-9 0:00:00,"Disaster","1970"
92,"First computer, ENIAC, goes into operation",1946-2-15 0:00:00,"Technology","1940"
93,"Fidel Castro becomes Prime Minister of Cuba",1959-2-16 0:00:00,"Political","1950"
94,"1,000 Japanese soldiers devoured by crocodiles in Bay of Bengal.",1945-2-19 0:00:00,"War","1940"
95,"Extinction of Carolina parakeet; last one dies in Cincinnati Zoo",1918-2-21 0:00:00,"News","1910"
96,"Army captain charged with My Lai war crimes",1970-3-10 0:00:00,"War","1970"
97,"Dr. David Gunn is murdered by an anti-abortion activist",1993-3-10 0:00:00,"Political","1990"
98,"Tokyo subways are attacked with Sarin gas",1995-3-20 0:00:00,"Terrorism","1990"
99,"Alcatraz closes its doors",1963-3-21 0:00:00,"News","1960"
100,"Bikini introduced",1946-7-5 0:00:00,"News","1940"
101,"Mahatma Gandhi murdered",1948-1-31 0:00:00,"Political","1940"
102,"War breaks out in Korea",1950-6-25 0:00:00,"War","1950"
103,"Birmingham's Sixteenth Street Baptist Church bombed",1963-9-15 0:00:00,"Civil Rights","1960"
104,"Kennedy/Nixon presidential debate",1960-9-26 0:00:00,"Political","1960"
105,"Abergan coal mine's slag heap buries school and kills 116 children",1966-10-21 0:00:00,"Disaster","1960"
106,"Ground troops leave VietNam",1972-8-12 0:00:00,"War","1970"
107,"Patty Hearst involved in robbery with SLA",1974-4-15 0:00:00,"Crime","1970"
108,"Two jumbo jets collide in Canary Islands at Tenerife airport",1977-3-27 0:00:00,"Disaster","1970"
109,"Mass graves, 2000 skeletons, found in northeast Cambodia",1979-4-2 0:00:00,"News","1970"
110,"Frank Sinatra, Jr. kidnapped",1963-12-8 0:00:00,"Crime","1960"
111,"Mother Teresa wins Nobel Peace Prize",1979-12-10 0:00:00,"News","1970"
112,"Who shot J.R.? Finally revealed",1980-11-19 0:00:00,"Entertainment","1980"
113,"VietNam Veterans Memorial dedicated",1982-11-13 0:00:00,"War","1980"
114,"Bishop TuTu wins Nobel Peace Prize",1984-12-10 0:00:00,"News","1980"
115,"Announced identification of the AIDS virus",1984-4-23 0:00:00,"Medical","1980"
116,"Titanic wreck found",1985-9-3 0:00:00,"News","1980"
117,"""Black Monday"" on the stock market",1987-10-19 0:00:00,"News","1980"
118,"Turin Shroud declared fake",1988-10-13 0:00:00,"News","1980"
119,"Pan Am jumbo jet exploded over Lockerbie",1988-12-22 0:00:00,"Disaster","1980"
120,"Tiananmem Square mass demonstrations",1989-6-9 0:00:00,"Political","1980"
121,"Bomb exploded in World Trade Center underground parking lot",1993-2-26 0:00:00,"Terrorism","1990"
122,"Diana, Princess of Wales, dies at age 36",1997-8-31 0:00:00,"Obituary","1990"
123,"Tiger Woods is the youngest winner of the Masters golf tournament at age 21",1997-4-13 0:00:00,"Sports","1990"
124,"Mother Teresa dies at age 87",1997-9-5 0:00:00,"Obituary","1990"
125,"Medgar Evers assassinated",1963-6-12 0:00:00,"Civil Rights","1960"
126,"Martin Luther King, Jr. wins Nobel Peace Prize",1964-12-20 0:00:00,"News","1960"
127,"Malcolm X murdered",1965-2-21 0:00:00,"Crime","1960"
128,"Rioting begins in Watts and continues for six days",1965-8-11 0:00:00,"News","1960"
129,"Bloody Sunday",1965-3-7 0:00:00,"Civil Rights","1960"
131,"Solar eclipse proves Einstein's theory of relativity accurate",1919-3-29 0:00:00,"News","1910"
132,"23rd amendment ratified allowing residents of Washington DC to vote",1961-3-29 0:00:00,"News","1960"
133,"Daylight savings time begins in America to conserve fuel",1918-3-31 0:00:00,"News","1910"
134,"Ford introduces the V8 engine",1932-3-31 0:00:00,"Automotive","1930"
135,"Opium imports banned in America",1909-4-1 0:00:00,"News","1900"
136,"1.5 million Americans die in killer flu outbreak; 20 million die in world",1918-4-1 0:00:00,"Medical","1910"
137,"Battle of Okinawa begins",1945-4-1 0:00:00,"War","1940"
138,"""Dallas"" primetime soap opera premieres on CBS",1978-4-2 0:00:00,"Entertainment","1970"
139,"Rosenbergs sentenced to die for spying",1951-4-5 0:00:00,"Crime","1950"
140,"Winston Churchill resigned",1955-4-5 0:00:00,"Political","1950"
141,"Henry Aaron sets new home run record",1974-4-8 0:00:00,"Sports","1970"
142,"Marian Anderson sings at Lincoln Memorial",1939-4-9 0:00:00,"Civil Rights","1930"
143,"""Chicago Eight"" plead not guilty",1969-4-9 0:00:00,"War","1960"
144,"Paul McCartney announces the end of the Beatles",1970-4-10 0:00:00,"Entertainment","1970"
145,"Emiliano Zapata, leader of Mexican Revolution, assassinated",1919-4-10 0:00:00,"Political","1910"
146,"Bataan Death March begins",1942-4-10 0:00:00,"War","1940"
148,"First Earth Day celebrated",1970-4-22 0:00:00,"Environment","1970"
149,"Charles de Gaulle resigns as president of France",1969-4-28 0:00:00,"Political","1960"
150,"""Gone with the Wind"" wins Pulitzer Prize",1937-5-3 0:00:00,"Literary","1930"
152,"Nelson Mandela inaugurated",1994-5-10 0:00:00,"Political","1990"
153,"Pope John Paul II shot",1981-5-13 0:00:00,"Crime","1980"
154,"Smothers Brothers variety show premieres",1964-5-15 0:00:00,"Entertainment","1960"
155,"Wardrobe malfunction at Super Bowl half-time",2004-2-1 0:00:00,"Entertainment","2000"
157,"John Scopes arrested in TN for teaching ""evolution"" in public high school",1925-5-5 0:00:00,"News","1920"
158,"Golden Gate Bridge opens to pedestrian traffic",1937-5-27 0:00:00,"News","1930"
159,"First woman wins the Iditarod",1985-3-20 0:00:00,"Sports","1980"
160,"Britain's Roger Bannister breaks 4-minute mile with 3:59.4",1954-5-6 0:00:00,"Sports","1950"
161,"Mark Twain dies at age 74",1910-4-21 0:00:00,"Obituary","1910"
163,"JR Ewing shot",1980-3-21 0:00:00,"Entertainment","1980"
164,"Howard Keel dies of colon cancer at age 85",2004-11-7 0:00:00,"Obituary","2000"
165,"Model-A Ford discontinued",1931-12-7 0:00:00,"Automotive","1930"
166,"Six killed and 19 injured in commuter train shooting spree",1993-12-7 0:00:00,"Crime","1990"
167,"""National Velvet"" premieres",1944-12-14 0:00:00,"Entertainment","1940"
168,"First Susan B Anthony dollar issued",1978-12-13 0:00:00,"News","1970"
169,"Steven Spielberg born",1946-12-18 0:00:00,"Entertainment","1940"
170,"USSR expelled from the League of Nations",1939-12-14 0:00:00,"News","1930"
171,"Kwanzaa first celebrated",1966-12-26 0:00:00,"News","1960"
172,"South Asia earthquake",2004-12-26 0:00:00,"Disaster","2000"
173,"Shirley Chisholm dies at age 80",2005-1-1 0:00:00,"Obituary","2000"
174,"Barack Obama accepts Democratic nomination for presidency",2008-8-28 0:00:00,"Political","2000"
176,"Beatles play their final live concert",1966-8-29 0:00:00,"Entertainment","1960"
177,"Dr. Christiaan Barnard performs first heart transplant operation",1967-12-3 0:00:00,"Medical","1960"
178,"United States joins the United Nations",1945-12-4 0:00:00,"News","1940"
179,"President Kennedy creates the Peace Corps",1961-3-1 0:00:00,"News","1960"
180,"Alaska became 49th state",1959-1-3 0:00:00,"News","1950"
181,"Nancy Pelosi elected first female Speaker of the House",2007-1-4 0:00:00,"Political","2000"
182,"The Seeing Eye organization starts in Nashville",1929-1-9 0:00:00,"News","1920"
183,"RCA announces the 45-rpm record",1949-1-10 0:00:00,"News","1940"
184,"Dame Agatha Christie dies at age 85",1976-1-12 0:00:00,"Obituary","1970"
185,"Prohibition goes into effect",1919-1-16 0:00:00,"News","1910"
186,"American hostages released from Iran after 444 days",1981-1-20 0:00:00,"News","1980"
189,"Winston Churchill dies at age 90",1965-1-24 0:00:00,"Obituary","1960"
190,"Portland, OR, has the first female police chief of a major American city",1985-1-24 0:00:00,"News","1980"
191,"Michael Phelps won record breaking eighth gold medal",2008-8-17 0:00:00,"Sports","2000"
192,"Paul Newman dies of lung cancer at age 83",2008-9-26 0:00:00,"Obituary","2000"
193,"Charlton Heston dies at age 85",2008-4-5 0:00:00,"Obituary","2000"
194,"Coretta Scott King dies at age 79",2006-1-30 0:00:00,"Obituary","2000"
195,"Janet Reno appointed first female US attorney general",1993-2-11 0:00:00,"News","1990"
196,"Charles Schulz, Peanut creator, dies at age 77",2000-2-12 0:00:00,"Obituary","2000"
197,"Rolling Stones make first appearance on Ed Sullivan show",1964-10-25 0:00:00,"Entertainment","1960"
198,"Disney's ""Cinderella"" released",1950-2-15 0:00:00,"Entertainment","1950"
199,"Sonny Bono dies, from injuries sustained in skiing accident, at age 63",1998-1-5 0:00:00,"Obituary","1990"
200,"Pope John Paul II dies at age 74",2005-4-2 0:00:00,"Obituary","2000"
201,"Final Harry Potter book published",2007-7-21 0:00:00,"Literary","2000"
202,"Final night of the ""Roots"" mini series",1977-1-30 0:00:00,"Entertainment","1970"
203,"""Dark Shadows"", a gothic soap opera, premieres",1966-6-27 0:00:00,"Entertainment","1960"
204,"Category 3 hurricane Katrina makes landfall",2005-8-29 0:00:00,"Disaster","2000"
205,"Category 4 hurricane Hugo makes South Carolina landfall",1989-9-22 0:00:00,"Disaster","1980"
206,"Indian Ocean tsunami killed more than 225,000 people",2004-12-24 0:00:00,"Disaster","2000"
208,"University of Texas at Austin massacre, 17 people dead",1966-8-1 0:00:00,"Massacre","1960"
209,"Amish school shooting, six people dead",2006-10-2 0:00:00,"Massacre","2000"
210,"Cassius Clay wins world heavyweight boxing title by beating Liston",1964-2-25 0:00:00,"Sports","1960"
211,"Ronald Reagan, 40th president, dies at age 93",2004-6-5 0:00:00,"Obituary","2000"
212,"Mel Blanc dies at age 80",1989-7-10 0:00:00,"Obituary","1980"
213,"First Twilight saga book published",2005-10-5 0:00:00,"Literary","2000"
214,"Rita Moreno, first Hispanic woman to win Oscar",1962-4-9 0:00:00,"Entertainment","1960"
215,"Category 5 hurricane Andrew makes Florida landfall",1992-8-24 0:00:00,"Disaster","1990"
216,"Nineteenth Amendment ratified giving women the right to vote",1920-8-18 0:00:00,"Civil Rights","1920"
217,"""Wizard of Oz"" premieres",1939-8-25 0:00:00,"Entertainment","1930"
218,"John Ritter dies at age 54",2003-9-11 0:00:00,"Obituary","2000"
219,"Isaac Hayes wins Oscar for Best Original Song, ""Shaft""",1972-4-10 0:00:00,"Entertainment","1970"
220,"Columbine High School massacre, 13 killed",1999-4-20 0:00:00,"Massacre","1990"
221,"Last episode of ""The Cosby Show"" airs",1992-4-30 0:00:00,"Entertainment","1990"
222,"""Saturday Night Live"" premieres",1975-10-11 0:00:00,"Entertainment","1970"
223,"""High School Musical"" premieres",2006-1-20 0:00:00,"Entertainment","2000"
224,"Lizzie Magie receives patent for a board game which evolved into Monopoly",1904-1-5 0:00:00,"News","1900"
225,"Lizzie Borden allegedly kills her parents in Massachusetts",1892-8-4 0:00:00,"Crime","1890"
226,"First Macy's Thanksgiving Day parade",1924-11-27 0:00:00,"News","1920"
227,"Nelson Mandela shares Nobel Peace prize with Frederik de Klerk",1993-12-10 0:00:00,"Political","1990"
228,"Barack Obama's inauguration as 44th President of the United States",2009-1-20 0:00:00,"Political","2000"
229,"Michael Jackson dies at age 50",2009-6-25 0:00:00,"Obituary","2000"
230,"Henry Gibson dies at age 73",2009-9-14 0:00:00,"Obituary","2000"
231,"Senator Edward M. Kennedy dies at age 77",2009-8-25 0:00:00,"Obituary","2000"
232,"Walter Cronkite dies at age 92",2009-7-17 0:00:00,"Obituary","2000"
233,"Farrah Fawcet dies at age 62",2009-6-25 0:00:00,"Obituary","2000"
234,"Patrick Swayze dies at age 57",2009-9-14 0:00:00,"Obituary","2000"
235,"Roman Polanski arrested on 1978 warrant",2009-9-26 0:00:00,"Crime","2000"
236,"Pittsburgh Steelers win Super Bowl XLIII",2009-2-1 0:00:00,"Sports","2000"
237,"US Airways flight 1549 lands safely in the Hudson River",2009-1-15 0:00:00,"News","2000"
238,"Air France flight 447 crashes in Atlantic Ocean killing all 228 occupants",2009-6-1 0:00:00,"News","2000"
239,"Earthquake in the Sichaun province of China kills at least 68,000",2008-5-12 0:00:00,"Disaster","2000"
240,"Dan Brown's third Langdon book, ""The Lost Symbol"", published",2009-9-15 0:00:00,"Literary","2000"
241,"John ""Dizzy"" Gillespie dies at age 75",1993-1-6 0:00:00,"Obituary","1990"
242,"Nashville's evening paper, ""Nashville Banner"", ceases publication",1998-2-20 0:00:00,"News","1990"
243,"The Tennessean's first issue published",1907-5-12 0:00:00,"News","1900"
244,"Eartha Kitt dies at the age of 81",2008-12-25 0:00:00,"Obituary","2000"
245,"""Gone With the Wind"" premieres",1939-12-15 0:00:00,"Entertainment","1930"
246,"""March of the Wooden Soldiers"" premieres",1934-11-12 0:00:00,"Entertainment","1930"
247,"""The Women"" premieres",1939-9-1 0:00:00,"Entertainment","1930"
248,"""The Blob"" premieres",1958-9-12 0:00:00,"Entertainment","1950"
249,"""The Day the Earth Stood Still"" premieres",1951-9-18 0:00:00,"Entertainment","1950"
250,"""Dracula"" premieres",1931-2-14 0:00:00,"Entertainment","1930"
251,"""Wolfman"" premieres",1941-12-12 0:00:00,"Entertainment","1940"
252,"""Frankenstein"" premieres",1931-11-12 0:00:00,"Entertainment","1930"
253,"World Trade Center groundbreaking ceremony",1966-8-5 0:00:00,"Architecture","1960"
254,"""Avatar"" breaks US box office record",2010-2-8 0:00:00,"Entertainment","2010"
256,"Pernell Roberts dies at the age of 81",2010-1-24 0:00:00,"Obituary","2010"
257,"Teddy Pendergrass dies from colon cancer at the age of 59",2010-1-13 0:00:00,"Obituary","2010"
258,"Tony Curtis dies from cardiac arrest at age 85",2010-9-29 0:00:00,"Obituary","2010"
260,"Dixie Carter dies of endometrial cancer at age 70",2010-4-10 0:00:00,"Obituary","2010"
261,"Rue McClanahan dies of stroke at age 76",2010-6-3 0:00:00,"Obituary","2010"
262,"Kevin McCarthy dies of pneumonia at age 96",2010-9-11 0:00:00,"Obituary","2010"
263,"Gary Coleman dies of brain hemorrhage at age 42",2010-5-28 0:00:00,"Obituary","2010"
264,"7.0 magnitude earthquake strikes Haiti, more than 200,000 dead",2010-1-12 0:00:00,"Disaster","2010"
265,"8.8 magnitude earthquake strikes Chile, more than 800 dead",2010-2-27 0:00:00,"Disaster","2010"
266,"Washington DC legalizes gay marriage",2010-3-3 0:00:00,"News","2010"
267,"US combat mission in Iraq ends",2010-8-31 0:00:00,"War","2010"
268,"""Avatar"" premieres",2009-12-18 0:00:00,"Entertainment","2000"
269,"""The Godfather"" premieres",1972-3-24 0:00:00,"Entertainment","1970"
270,"""Harry Potter & Deathly Hallows"", part 1, premieres",2010-11-19 0:00:00,"Entertainment","2010"
271,"Grand Ole Opry reopens after flood",2010-9-28 0:00:00,"News","2010"
272,"Nashville's historic flood",2010-5-2 0:00:00,"Disaster","2010"
273,"BP Oil rig explodes off Louisiana gulf coast",2010-4-20 0:00:00,"Disaster","2010"
274,"New Orleans Saints win Superbowl",2010-2-7 0:00:00,"Sports","2010"
275,"Spain wins their first World Cup",2010-7-11 0:00:00,"Sports","2010"
276,"Johnny Cash dies of diabetes complications at age 71",2003-9-12 0:00:00,"Obituary","2000"
277,"33 Chilean miners rescued after more than two months underground",2010-10-14 0:00:00,"Disaster","2010"
278,"Tom Bosley dies of lung cancer at age 83",2010-10-19 0:00:00,"Obituary","2010"
279,"Bill Haslam elected governor of Tennessee",2010-11-2 0:00:00,"News","2010"
280,"Opryland Hotel reopens after flood",2010-11-15 0:00:00,"News","2010"
281,"Elizabeth Edwards dies of breast cancer at age 61",2010-12-7 0:00:00,"Obituary","2010"
282,"Elizabeth Smart's kidnapper found guilty",2010-12-10 0:00:00,"News","2010"
283,"Egyptian President Hosni Mubarak resigns, ending 30-year-reign",2011-2-11 0:00:00,"Political","2010"
284,"Green Bay Packers defeat Steelers in Super Bowl XLV",2011-2-6 0:00:00,"Sports","2010"
285,"Major earthquake hits New Zealand",2011-2-21 0:00:00,"Disaster","2010"
286,"Major earthquake hits Japan",2011-3-11 0:00:00,"Disaster","2010"
287,"Elizabeth Taylor dies of congestive heart failure at age 79",2011-3-23 0:00:00,"Obituary","2010"
288,"Osama bin Laden killed",2011-5-1 0:00:00,"News","2010"
289,"Final Harry Potter movie, ""Harry Potter & the Deathly Hallows, 2""  premieres",2011-7-15 0:00:00,"Entertainment","2010"
290,"Hurricane Irene lands on the coast",2011-8-26 0:00:00,"News","2010"
291,"Retired TN Supreme Court Justice, A. A. Birch dies of cancer at age 78",2011-8-25 0:00:00,"Obituary","2010"
292,"Cliff Robertson dies at age 88 (the day after his birthday)",2011-9-10 0:00:00,"Obituary","2010"
293,"Steve Jobs dies of pancreatic cancer at age 56",2011-10-5 0:00:00,"Obituary","2010"
294,"Al Davis, Oakland Raiders owner, dies at age 82",2011-10-8 0:00:00,"Obituary","2010"
295,"Nashville State Technical Institute becomes comprehensive community college",2002-7-1 0:00:00,"News","2000"
296,"New York legalizes gay marriage",2011-6-24 0:00:00,"News","2010"
297,"56 exotic animals released  -- 6 captured and 48 put down in Zanesville, OH",2011-10-18 0:00:00,"News","2010"
298,"Dan Wheldon dies at age 33 after fiery crash at Las Vegas Indy 300",2011-10-16 0:00:00,"Obituary","2010"
299,"iPod unveiled",2001-10-23 0:00:00,"Technology","2000"
300,"iTunes Music Store opens",2003-4-28 0:00:00,"Technology","2000"
301,"Google released",1996-8-1 0:00:00,"Technology","1990"
302,"Bing released",2009-5-28 0:00:00,"Technology","2000"
303,"FireFox browser released",2004-11-9 0:00:00,"Technology","2000"
304,"iPad announced",2010-1-27 0:00:00,"Technology","2010"
305,"Safari browser released",2003-1-7 0:00:00,"Technology","2000"
306,"iTouch unveiled",2007-9-5 0:00:00,"Technology","2000"
307,"Opera browser released",1996-12-9 0:00:00,"Technology","1990"
308,"Yahoo released",1995-3-1 0:00:00,"Technology","1990"
309,"Windows operating system introduced",1985-11-20 0:00:00,"Technology","1980"
310,"Dr. Conrad Murray convicted of involuntary manslaughter of Michael Jackson",2011-11-7 0:00:00,"Crime","2010"
311,"Joe Frazier, former heavyweight champ, dies of liver cancer at age 67",2011-11-7 0:00:00,"Obituary","2010"
312,"FAMU drum major, Robert Champion, dies after being hazed on a bus",2011-11-19 0:00:00,"News","2010"
313,"Aurora, CO killing spree results in 12 dead and 58 injured",2012-7-20 0:00:00,"Massacre","2010"
314,"Michael Clarke Duncan, 54, dies from respiratory failure",2012-9-3 0:00:00,"Obituary","2010"
315,"Dick Clark, 82, dies after cardiac arrest",2012-4-18 0:00:00,"Obituary","2010"
316,"Facebook, Inc. becomes publicly traded company",2012-5-18 0:00:00,"News","2010"
317,"XXX Olympiad opens in London, England",2012-7-27 0:00:00,"Sports","2010"
318,"Science Fiction author, Ray Bradbury, dies at age 91",2012-6-6 0:00:00,"Obituary","2010"
319,"Astronaut Neil Armstrong dies at age 82",2012-8-26 0:00:00,"Obituary","2010"
320,"New York Giants win XLVI Super Bowl",2012-2-5 0:00:00,"Sports","2010"
321,"iPhone 5 released",2012-9-21 0:00:00,"Technology","2010"
322,"Andy Williams, 84. dies from bladder cancer",2012-9-25 0:00:00,"Obituary","2010"
323,"""To Kill A Mockingbird"" published",1960-1-1 0:00:00,"Literary","1960"
324,"""The Godfather"" published",1969-3-10 0:00:00,"Literary","1960"
326,"66th Academy Awards - Best Picture winner, ""Schindler's List""",1993-3-29 0:00:00,"Entertainment","1990"
327,"Hurricane Sandy landed on south New Jersey shore at 8 pm EDT",2012-10-29 0:00:00,"Weather","2010"
328,"San Francisco Giants swept Detroit Tigers to win World Series",2012-10-28 0:00:00,"Sports","2010"
329,"iPad Mini released",2012-11-2 0:00:00,"Technology","2010"
330,"Denzel Washington's ""Flight"" premieres",2012-11-2 0:00:00,"Entertainment","2010"
331,"Larry Hagman, 81, dies from throat cancer",2012-11-23 0:00:00,"Obituary","2010"
332,"Roger Ebert, film critic, dies from cancer at age 70",2013-4-4 0:00:00,"Obituary","2010"
333,"85th Academy Awards - Best Picture winner, ""Argo""",2013-2-24 0:00:00,"Entertainment","2010"
335,"Former Prime Minister Margaret Thatcher dies at age 87",2013-4-8 0:00:00,"Obituary","2010"
336,"Annette Funicello dies at age 70 from complications of multiple sclerosis",2013-4-8 0:00:00,"Obituary","2010"
337,"Moore, OK's EF5 tornado kills 23 and injures 377",2013-5-20 0:00:00,"Weather","2010"
338,"Boston Marathon bombings",2013-4-15 0:00:00,"Terrorism","2010"
339,"First Harry Potter book released in US",1998-9-1 0:00:00,"Literary","1990"
340,"Dan Brown's first Langdon book, ""The DaVinci Code"", published",2003-3-18 0:00:00,"Literary","2000"
341,"Dan Brown's second Langdon book, ""Angels & Demons"", published",2000-5-2 0:00:00,"Literary","2000"
342,"Dan Brown's fourth Langdon book, ""Inferno"", published",2013-5-14 0:00:00,"Literary","2010"
343,"Chrome browser released",2008-9-2 0:00:00,"Technology","2000"
344,"Final episode of ""The Office"" airs",2013-5-16 0:00:00,"Entertainment","2010"
345,"Sandy Hook Elementary massacre casualties: 20 students, 6 staff",2012-12-14 0:00:00,"Massacre","2010"
346,"Virginia Tech massacre: 32 killed and 17 wounded",2007-4-16 0:00:00,"Massacre","2000"
347,"67th Tony Awards - Best Musical winner, ""Kinky Boots""",2013-6-9 0:00:00,"Entertainment","2010"
348,"First Tony Awards held",1947-4-6 0:00:00,"Entertainment","1940"
349,"Massacre of 11 members of Israeli Olympic team at Munich Olympics",1972-9-5 0:00:00,"Terrorism","1970"
350,"Bath School attacks: 38 school children & six adults killed; 58 wounded;",1927-5-18 0:00:00,"Massacre","1920"
